Unnamed: 0,question,answer,파일명,result
55,문서에서 설립된 디지털자산보호재단의 주요 역할은 무엇인가요?,디지털자산보호재단의 주요 역할은 영업을 종료한 가상자산거래소로부터 이용자의 자산을 이전받아 안전하게 보관하고 이를 이용자에게 반환하는 것입니다​.,240925영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환.pdf,"디지털자산보호재단의 주요 역할은 영업을 종료한 가상자산 거래소로부터 이용자 자산을 이전받아 안전하게 보관 및 관리하고, 이를 이용자에게 반환하는 것입니다. 재단은 금융당국의 지원을 받아 이용자 자산의 보호와 건전한 거래질서 확립을 목표로 하며, 이용자의 예치금은 은행에, 가상자산은 원화마켓 거래소에 각각 보관될 계획입니다. 또한, 재단은 운영위원회를 구성하여 이용자 자산 관리에 관한 중요사항을 논의하고, 관련 법규를 준수하도록 의무를 부과하여 이용자 보호를 강화할 예정입니다. (출처: 240925영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환.txt)"
56,문서에서 GA업계의 정착지원금 관련 내부통제 부족 사례는 무엇인가요?,"문서에서는 정착지원금 지급 대상 선정 기준이 없거나, 본사 차원의 통제 없이 지점별로 운영된 사례가 내부통제 부족의 주요 사례로 제시되었습니다.",240924 GA업계의 건전한 설계사 스카우트 문화 정착을 지속 유도하겠습니다.pdf,"GA업계의 정착지원금 관련 내부통제 부족 사례는 다음과 같습니다:

1. **사례1**: 지역본부장이 영입 설계사에게 회사 내규에서 정한 기준을 초과하여 정착지원금을 지급하였음에도 해당 GA는 별다른 조치를 취하지 않았습니다. 이는 회사의 예산 집행 효율성과 정착지원금 미환수율 개선을 위해 관련 내규 및 설계사 위촉 절차의 보완이 필요함을 시사합니다.

2. **사례2**: 정착지원금 제도를 운영하고 있음에도 불구하고 지급 및 환수 관련 세부 기준(지급 대상자 선정, 지급금액, 환수조건 등)을 마련하지 않았습니다. 이는 정착지원금 운영방안 마련이 필요함을 나타냅니다.

3. **사례3**: 정착지원금을 본부 및 지점별로 상이하게 운영하고 있으며, 본사에서는 지급 현황을 파악하거나 관리하지 않고 있었습니다. 따라서 정착지원금 운영방안 마련 및 본사 차원의 총괄 관리가 필요합니다.

4. **사례4**: 부당 승환계약에 대한 자체점검 활동이 미흡하고, 부당 승환계약을 체결한 설계사에 대한 제재 실적이 미미하였습니다. 이는 보험 모집 시 비교안내확인서 작성의 적정 여부에 대한 점검 절차 마련 및 본사 중심의 정기적인 자체점검 활동 확대가 필요함을 보여줍니다 (출처: 240924 GA업계의 건전한 설계사 스카우트 문화 정착을 지속 유도하겠습니다.txt)."
57,문서에서 디지털 감사기술 도입의 주요 추진 과제는 무엇인가요?,"주요 추진 과제는 디지털 감사기술 활용 근거 및 품질관리 절차 명확화, 표준감사시간 반영 검토, 회계법인 간 격차 완화 및 전문인력 양성, 감사 데이터 표준화 등이 포함됩니다.",240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획.pdf,"디지털 감사기술 도입의 주요 추진 과제는 다음과 같습니다:

1. **디지털 감사 활용 근거 및 품질관리 절차 명확화**: 현재 국내 회계감사기준 및 품질관리기준에는 디지털 감사기술 관련 내용이 포함되어 있지 않아, 디지털 감사의 활용 근거와 프로그램의 신뢰성 검증, 데이터 보안 등에 대한 품질관리 절차가 불명확합니다. 이를 해결하기 위해 회계감사기준 및 품질관리기준을 개정하여 디지털 감사기술 활용 근거 및 품질관리 절차를 명확히 할 필요가 있습니다. (출처: 240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획.txt)

2. **표준감사시간 반영 검토**: 디지털 감사기술 활용에 따른 감사 시간 변동 효과를 표준감사시간에 반영할 방안을 검토해야 합니다. 현재 표준감사시간은 디지털 감사기술의 도입과 운영에 소요된 자원을 반영하지 않아, 투자 유인이 낮아질 우려가 있습니다. (출처: 240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획.txt)

3. **회계법인간 격차 완화 및 전문인력 양성**: 디지털 감사 활성화를 위해 회계법인 간의 초기 시스템 구축 비용 및 전문인력 확보의 격차를 해소해야 합니다. 이를 위해 초기 투자부담 경감을 위한 지원 방안 마련과 중소형 회계법인의 디지털 감사 접근성 및 관심도를 제고하는 방안이 필요합니다. (출처: 240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획.txt)

이러한 추진 과제들은 디지털 감사기술의 효과적인 도입과 운영을 위한 기초를 마련하는 데 중요한 역할을 할 것입니다."
58,문서에서 5대 금융지주와 삼성전자가 중소기업을 위해 제공하는 지원 규모는 얼마인가요?,5대 금융지주와 삼성전자는 중소기업의 저탄소 전환 투자 등을 위해 총 2조 원 규모의 대출을 저금리로 제공하기로 하였습니다​.,240923 5대 금융지주 삼성전자 공동 중소기업 지원 위한 업무협약 체결.pdf,"5대 금융지주와 삼성전자가 중소기업을 위해 제공하는 지원 규모는 총 2조원입니다. 이 지원은 삼성전자가 1조원을 5대 은행에 예치하고, 금융회사의 자체자금 1조원을 재원으로 하여 저금리로 대출하는 형태로 이루어집니다. 이를 통해 약 1,000개의 중소기업이 지원받을 수 있습니다 (출처: 240923 5대 금융지주 삼성전자 공동 중소기업 지원 위한 업무협약 체결.txt)."
59,이 문서에서 한국 정부가 미국의 금리 인하에 대응하기 위해 실시한 주요 조치는 무엇인가요?,"주요 조치는 관계기관 합동 24시간 모니터링 체계를 지속 운영하고, 가계부채·부동산 시장·PF 등의 리스크 관리를 강화하며, 상황별 대응 계획을 마련하는 것입니다.",240919 美 통화정책 전환에 대응해 긴밀한 관계기관 공조 하에 리스크 관리 철저.pdf,"한국 정부는 미국의 금리 인하에 대응하기 위해 주요 조치를 취했습니다. 이 조치에는 관계기관 간의 긴밀한 공조를 통해 리스크 관리를 철저히 하고, 거시경제금융회의를 개최하여 국내외 금융·외환시장에 미치는 영향을 점검하고 대응 방향을 논의하는 것이 포함됩니다. 또한, 24시간 모니터링 체계를 유지하고, 필요시 상황별 대응계획을 시행하여 시장의 변동성을 관리하는 데 만전을 기하고 있습니다. 가계부채, 부동산, 프로젝트 파이낸싱(PF) 등 리스크 요인도 철저히 관리하고 있으며, 내수 활성화와 민생 안정에 대한 노력을 강화하고 있습니다 (출처: 240919 美 통화정책 전환에 대응해 긴밀한 관계기관 공조 하에 리스크 관리 철저.txt)."
60,은행권 스트레스완충자본 제도의 주요 도입 배경은 무엇인가요?,위기 상황 분석 결과를 바탕으로 은행의 추가 자본 적립 의무를 부과하여 예상치 못한 위기에도 은행의 안정성을 강화하기 위해 도입되었습니다.,240911(보도참고) 은행권 스트레스완충자본 도입 추진.pdf,"은행권 스트레스완충자본 제도의 주요 도입 배경은 2022년부터 금리 상승 등 대내·외 불확실성이 확대됨에 따라 예상치 못한 위기상황이 발생하더라도 은행 기능을 유지할 수 있도록 위기 상황분석 결과를 보다 직접적인 감독수단으로 활용할 필요성이 제기되었기 때문입니다. 이를 통해 금융당국은 국내 은행 및 은행지주회사에 대해 사전에 충분한 추가자본을 적립하도록 요구하는 제도를 도입하게 되었습니다. 또한, 이 제도는 은행권의 손실흡수능력을 제고하기 위한 노력의 일환으로, 위기상황분석에 따른 보통주자본비율 하락 수준에 따라 최저자본 규제비율을 상향 조정하고, 미충족 시 배당 및 상여금 지급을 제한하는 등의 조치를 포함하고 있습니다 (출처: 240911(보도참고) 은행권 스트레스완충자본 도입 추진.txt)."
61,불법사금융 척결 방안에서 미등록 대부업자의 명칭은 무엇으로 변경되었나요?,"미등록 대부업자의 명칭은 ""불법사금융업자""로 변경되었습니다.","240911(보도자료) 정부, 불법사금융 척결을 위해 대부업 제도 대대적 개편 추진.pdf",미등록 대부업자의 명칭은 '불법사금융업자'로 변경되었습니다. 이는 대부업법 개정에 따른 개선 방안의 일환입니다 (출처: 240911[별첨] 불법사금융 근절과 대부업 신뢰제고를 위한 제도개선 방안.txt).
62,보험료 미납으로 계약이 해지된 후 부활 신청 시 계약자가 준수해야 할 의무는 무엇인가요?,계약자는 부활청약 시 계약 전 알릴 의무를 다시 이행해야 합니다.,240911 (보도자료) 조간_주요 민원사례로 알아보는 소비자 유의사항.pdf,"보험료 미납으로 계약이 해지된 후 부활 신청 시 계약자가 준수해야 할 의무는 '계약전 알릴의무'를 다시 이행해야 한다는 것입니다. 이는 부활청약 시에 계약자가 이전에 고지하지 않았던 사항이나 변경된 사항을 보험회사에 알리는 것을 포함합니다. 또한, 부활되는 경우에도 계약 해지 후 부활 전 발생한 보험사고는 보장되지 않음을 유의해야 합니다 (출처: 240911 (보도자료) 조간_주요 민원사례로 알아보는 소비자 유의사항.txt)."
63,금융감독원이 추석 명절을 전후하여 민생침해 금융범죄 예방을 위해 협력한 주요 기관은 어디인가요?,고용노동부와 소상공인시장진흥공단과 협력하여 맞춤형 교육과 홍보를 실시했습니다​.,240910 (보도자료) 조간_추석 명절 전후 민생침해 금융범죄 피해예방을 집중 홍보.pdf,"금융감독원은 추석 명절을 전후하여 민생침해 금융범죄 피해 예방을 위해 고용노동부 및 소상공인시장진흥공단과 협력하고 있습니다. 이들은 불법사금융, 투자사기, 보이스피싱 등 다양한 금융범죄에 대한 피해 예방을 위한 홍보활동을 추진하고 있습니다. (출처: 240910 (보도자료) 조간_추석 명절 전후 민생침해 금융범죄 피해예방을 집중 홍보.txt)"
64,금융회사 인도 진출설명회는 어떤 주요 내용을 다루었나요?,"인도의 금융시장 현황, 인허가 절차, 투자환경 전망 등을 다루었습니다.","240909 주한 인도대사관, 금융협회와 금융회사 인도 진출설명회 개최.pdf","금융회사 인도 진출설명회는 2024년 9월 6일에 개최되었으며, 주요 내용은 다음과 같습니다:

1. **설명회 목적**: 국내 금융회사의 인도 진출 수요가 높은 점을 반영하여, 인도 금융시장 및 감독제도에 대한 이해를 높이고 효과적인 진출을 지원하기 위해 마련되었습니다 (출처: Passage 1).

2. **참석자**: 금융감독원, 주한 인도 대사관, 인도 재무부, 중앙은행, 증권거래위원회 등 인도 금융당국 관계자와 국내 금융회사 CEO 및 해외사업 담당 임원 등 140여명이 참석했습니다 (출처: Passage 1).

3. **발표 내용**: 
   - 인도 금융산업 개황 및 인허가 제도 (인도 재무부)
   - 인도 은행업 인허가 및 유의사항 (인도 중앙은행)
   - 인도의 외국인 금융투자 현황 (인도 증권거래위원회)
   - 인도 인프라산업 투자환경 및 전망 (인도 국립투자인프라펀드) (출처: Passage 4).

4. **질의응답 시간**: 설명회 마지막에는 참석한 국내 금융회사들이 인도 금융당국에 질의하고 답변을 받는 시간을 가졌습니다 (출처: Passage 4).

이 설명회는 한국 금융회사가 인도 시장에서의 경쟁력을 높이고, 향후 진출을 위한 구체적인 청사진을 마련하는 데 기여할 것으로 기대됩니다 (출처: Passage 2)."
65,티메프 사태 재발 방지를 위해 PG사에 부과된 주요 의무는 무엇인가요?,PG사의 미정산자금 전액에 대해 별도관리 의무가 부과되었습니다.,240909 (보도자료) 티메프 사태 재발 방지를 위한 전자지급결제대행(PG)업 제도개선안 발표.pdf,"티메프 사태 재발 방지를 위해 PG사에 부과된 주요 의무는 다음과 같습니다. 첫째, PG사는 미정산자금 전액에 대해 별도관리 의무를 부과받아야 하며, 이는 예치, 신탁, 지급보증보험 가입 등의 방식으로 이루어져야 합니다. 둘째, PG사가 경영지도기준이나 별도관리 의무를 준수하지 않을 경우, 시정요구, 영업정지, 등록취소 등의 단계적 조치를 받을 수 있습니다. 또한, 별도관리 자산을 정산목적 외에 사용하거나 정산기한 내에 대금을 미지급할 경우 제재 및 처벌을 받을 수 있습니다. 마지막으로, PG사의 거래규모에 비례하여 자본금 규모를 상향 조정하는 방안도 추진되고 있습니다 (출처: 240909 (보도자료) 티메프 사태 재발 방지를 위한 전자지급결제대행(PG)업 제도개선안 발표.txt)."
66,정산지연 피해를 입은 기업에 대한 지원 프로그램의 주요 내용은 무엇인가요?,피해 기업에 대해 최대 1년간 대출 만기 연장 및 상환 유예가 제공됩니다​.,240909 (보도자료) 인터파크쇼핑 AK몰 정산지연 피해판매자 지원방안 시행.pdf,"정산지연 피해를 입은 기업에 대한 지원 프로그램의 주요 내용은 다음과 같습니다:

1. **기존 대출 만기 연장**: 피해 기업은 기존 대출 및 보증에 대해 최대 1년까지 만기 연장을 지원받을 수 있습니다. 이 지원은 티몬과 위메프의 정산 지연 기간(5월부터) 동안 매출이 있는 기업을 대상으로 하며, 모든 금융권 대출 및 정책금융기관 대출이 포함됩니다 (출처: Passage 1).

2. **선정산 대출 관련 지원**: 선정산 대출을 취급하는 은행(국민, 신한, SC)은 연체가 발생하지 않도록 대출 만기 연장을 지원합니다. 이는 판매업체의 귀책사유 없이 연체 사실이 등록되는 것을 방지하기 위한 조치입니다 (출처: Passage 3).

3. **정책금융기관 보증부 대출**: 신용보증기금과 IBK기업은행을 통해 3,000억원 규모의 보증부 대출 프로그램이 신설되어, 피해 기업이 낮은 금리로 신규 자금을 조달할 수 있도록 지원합니다 (출처: Passage 3).

4. **소진공 및 중진공의 저금리 정책자금 지원**: 소상공인 및 중소기업을 위해 소진공과 중진공을 통한 저금리 정책자금이 지원됩니다. 소진공은 최대 1.5억원, 중진공은 최대 10억원까지 지원하며, 이들 기관은 금리를 2.5%로 인하하여 제공하고 있습니다 (출처: Passage 2).

5. **긴급대응반 운영**: 금융위원회와 중소벤처기업부는 긴급대응반을 통해 지원 요건을 확정하고, 피해 기업에 대한 밀착 관리를 지속할 계획입니다 (출처: Passage 4).

이러한 지원 프로그램은 정산 지연으로 인해 일시적인 자금 유동성 위기를 겪고 있는 기업들을 돕기 위해 마련되었습니다."
67,온라인 대부중개 사이트를 통한 불법사금융 피해 신고는 어디에서 접수할 수 있나요?,"금융감독원 홈페이지의 ""불법사금융‧개인정보 불법 유통 신고센터""에서 접수할 수 있습니다​.",240906 온라인 대부중개사이트 이용중 불법사금융 피해 발생시 적극 신고.pdf,"온라인 대부중개 사이트를 통한 불법사금융 피해 신고는 금융감독원 홈페이지에서 접수할 수 있습니다. 구체적인 방법은 다음과 같습니다:

1. 금융감독원 홈페이지에 접속합니다: www.fss.or.kr
2. '민원·신고' 메뉴를 클릭합니다.
3. '불법금융신고센터'로 이동하여 '불법사금융·개인정보 불법 유통신고'를 선택합니다.

또한, 유선으로 신고하고 싶으신 경우에는 1332번으로 전화하신 후 3번을 눌러 문의하실 수 있습니다 (출처: 240906 온라인 대부중개사이트 이용중 불법사금융 피해 발생시 적극 신고.txt)."
68,"2024년 10월 시행되는 ""개인채무자보호법""의 주요 내용 중 하나는 무엇인가요?",채무자는 상환곤란 시 금융회사에 채무조정을 요청할 수 있는 권리를 가집니다.,240905 대부업자의 부당 추심행위를 방지하고 대부이용자 권익을 제고하겠습니다..pdf,"2024년 10월 시행되는 ""개인채무자보호법""의 주요 내용 중 하나는 채무자가 금융회사에 직접 채무조정을 요청할 수 있도록 하고, 연체이자 부담을 합리적으로 줄이며, 과도한 채권추심을 제한하는 것입니다. 이러한 조치를 통해 채무자의 재기 가능성을 높이고 금융회사의 회수 가치를 증대시키는 것을 목표로 하고 있습니다 (출처: 241016 대출을 갚기 어려운 개인채무자의 상환 및 독촉 부담을 완화.txt)."
69,이번에 지정된 혁신금융서비스 중 하나는 어떤 기능을 제공하나요?,선불충전금을 은행 계좌에 보관하며 이자를 지급받고 결제 시 자동 충전되는 서비스를 제공합니다​.,240905 (보도자료) 신규 혁신금융서비스 지정 6건 의결.pdf,"이번에 지정된 혁신금융서비스 중 하나는 '이자 받는 선불수단연계 통장'으로, 이는 소비자에게 이자를 제공하는 선불수단과 연결된 통장 서비스를 의미합니다. 이 서비스는 소비자에게 금융적 혜택을 제공하며, 시장에서 테스트를 통해 그 효과를 검증할 수 있게 됩니다. (출처: 240905 (보도자료) 신규 혁신금융서비스 지정 6건 의결.txt)"
70,불법사채 솔루션업체의 주요 사기 수법은 무엇인가요?,"인터넷 광고로 피해자를 유인한 후 수수료를 요구하고, 사채업자와의 조율 실패를 이유로 잠적하거나 추가 수수료를 독촉하는 방식으로 피해를 유발합니다​.",240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!.pdf,"불법사채 솔루션업체의 주요 사기 수법은 다음과 같습니다:

1. **수수료 요구**: 솔루션업체는 불법사채 문제를 해결해준다는 명목으로 수수료를 요구합니다. 이들은 보통 10~30만원 정도의 금액을 수수료, 착수금 등의 명목으로 요구하며, 피해자들은 본인의 채무보다 적은 금액으로 문제를 해결할 수 있다는 기대감에 금전을 입금하게 됩니다 (출처: 240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!.txt).

2. **잠적 및 연락 차단**: 솔루션업체는 사채업자와의 조율을 시도한다고 하지만, 조율이 실패할 경우 연락을 차단하거나 잠적하여 피해자들은 수수료만 지불하고 실질적인 도움을 받지 못하게 됩니다 (출처: 240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!.txt).

3. **추가 수수료 요구**: 조율이 성사되었다고 주장하며 추가적인 금전을 요구하기도 하고, 납부하지 않을 경우 독촉하는 경우도 있습니다 (출처: 240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!.txt).

4. **법률 상담 위반**: 이들 업체는 변호사 자격 없이 금품을 받고 법률 상담 등의 업무를 수행하는 경우가 많아 변호사법 위반 소지가 높습니다 (출처: 240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!.txt).

이러한 수법으로 인해 피해자들은 추가적인 금전적 피해를 입게 되는 경우가 많습니다. 따라서 불법사채 솔루션업체의 수수료 요구에 절대 응하지 말고, 피해 발생 시 즉시 경찰이나 관련 기관에 신고하는 것이 중요합니다 (출처: 240903 불법사채 해결 또는 대출중개를 명목으로 수수료를 요구하는 업체에 주의하세요!.txt)."
71,2024년 9월 15일부터 시행되는 선불충전금 보호 강화 조치의 주요 내용은 무엇인가요?,"선불충전금 전액에 대해 별도 관리를 의무화하고, 모바일상품권도 보호 대상에 포함되었습니다​.","240903 (보도자료) 선불충전금 100% 보호, 모바일상품권도 선불충전금 보호대상.pdf","2024년 9월 15일부터 시행되는 선불충전금 보호 강화 조치의 주요 내용은 다음과 같습니다. 

1. **선불충전금 100% 보호**: 개정된 전자금융거래법에 따라 선불업자는 이용자의 선불충전금을 전액 별도로 관리해야 하며, 이를 통해 이용자의 선불충전금 보호를 강화합니다.

2. **별도 관리 의무화**: 선불업자는 선불충전금의 50% 이상을 별도로 관리기관을 통해 신탁, 예치 또는 지급보증보험 방식으로 관리해야 합니다. 이로 인해 선불충전금의 안전한 자산 운용이 의무화됩니다.

3. **과도한 할인 발행 제한**: 선불업자의 부채비율이 200% 이하인 경우에만 할인 발행이나 적립금 지급이 허용되며, 이는 이용자에게 경제적 이익을 부여한 금액에 대한 관리도 포함됩니다.

이러한 조치는 머지포인트 사태 이후 선불전자지급수단에 대한 규제 사각지대를 해소하고, 선불충전금 보호를 강화하기 위해 마련되었습니다 (출처: 240903 (보도자료) 선불충전금 100% 보호, 모바일상품권도 선불충전금 보호대상.txt)."
72,은행권 여신 프로세스 개선 TF의 주요 개선 과제는 무엇인가요?,"여신 중요 서류의 진위 확인 절차 강화, 담보가치 산정 및 검증 절차 개선, 자금 용도외유용 사후 점검 기준 보완입니다​.",240903 (보도자료) 1400_은행권 여신 프로세스 개선 TF 킥오프 회의 개최.pdf,"은행권 여신 프로세스 개선 TF의 주요 개선 과제는 다음과 같습니다:

1. 여신 중요서류 진위확인 절차 강화
2. 담보가치 산정 및 검증절차 개선
3. 임대차계약의 실재성 확인 강화 및 자금 용도 외 유용 사후점검 기준 개정

이러한 과제들은 최근 발생한 금융사고에서 식별된 여신 프로세스의 취약점을 개선하기 위한 것으로, 은행권의 의견을 수렴하고 은행연합회의 모범규준 개정안을 마련하는 것을 목표로 하고 있습니다 (출처: 240903 (보도자료) 1400_은행권 여신 프로세스 개선 TF 킥오프 회의 개최.txt)."
73,은행채무 자동이체 상환 관행 개선의 주요 내용은 무엇인가요?,"우선변제채무지정권 안내를 강화하고, 채무자의 변제 이익을 고려한 자동이체 출금 우선순위를 마련하였습니다.",240902 은행채무 자동이체 상환 관련 업무 관행 및 절차를 정비.pdf,"은행채무 자동이체 상환 관행 개선의 주요 내용은 다음과 같습니다:

1. **우선변제채무지정권 안내 강화**: 채무자가 자신의 우선변제할 채무를 지정할 수 있는 권리를 보다 명확히 안내하여, 채무자가 유리한 선택을 할 수 있도록 지원합니다. 이를 통해 채무자는 이자율이 높은 채무부터 상환하는 것이 금전적으로 유리하다는 점을 인식할 수 있습니다.

2. **자동이체 출금 우선순위 정비**: 복수채무자가 자동이체로 원리금을 일부 변제할 때, 채무자의 이익을 고려하여 출금 우선순위를 정비합니다. 구체적으로, 연체일수가 오래된 채무를 우선적으로 변제하고, 연체일수가 같을 경우 이자율이 높은 채무를 우선적으로 상환하도록 하는 표준안을 마련하였습니다.

3. **업무 매뉴얼 및 시스템 정비**: 각 은행은 상품설명서에 우선변제채무지정권 관련 내용을 추가하고, 전산시스템 및 업무 매뉴얼을 정비하여 소비자에게 보다 나은 정보를 제공할 계획입니다. 이러한 개선은 2024년 3분기까지 완료될 예정입니다.

이러한 조치들은 채무자가 불이익을 사전에 예방하고, 보다 유리한 조건으로 채무를 상환할 수 있도록 돕기 위한 것입니다 (출처: 240902 은행채무 자동이체 상환 관련 업무 관행 및 절차를 정비.txt)."
74,2024년 전국민 금융이해력 조사의 주요 목적은 무엇인가요?,금융 이해력 수준을 측정해 교육 방향을 수립하고 OECD 국가와 비교 자료로 활용하기 위함입니다​.,240902 (보도자료) 조간_2024년 전국민 금융이해력 조사를 실시합니다!.pdf,"2024년 전국민 금융이해력 조사의 주요 목적은 OECD 산하 INFE가 제정한 기준에 따라 한국 성인(만 18세~79세)의 금융이해력 수준을 측정하고, 이를 통해 금융 및 경제교육 방향을 수립하며 OECD 국가 간 비교를 위한 기초자료로 활용하는 것입니다. (출처: 240902 (보도자료) 조간_2024년 전국민 금융이해력 조사를 실시합니다!.txt)"
75,금감원과 수도방위사령부 간 업무협약의 주요 내용은 무엇인가요?,"장병과 군인가족 대상 맞춤형 금융교육을 제공하고, 인사·재정병과 간부의 금융교육 강사 연수를 확대합니다​.",240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다.pdf,"금융감독원과 수도방위사령부 간의 업무협약의 주요 내용은 군장병 및 군인가족의 금융이해력을 제고하고 건전한 금융습관 형성을 지원하기 위한 것입니다. 이 협약을 통해 금감원은 군장병을 대상으로 맞춤형 금융교육을 강화하고, 특히 불법사이버 도박 및 가상자산 투자사기와 같은 MZ 군장병의 피해 사례를 중심으로 교육을 진행할 계획입니다. 또한, 군인가족에게도 금융교육 기회를 제공하여 격오지 근무로 인해 교육 기회가 제한된 군인가족에게도 균등한 교육을 지원할 예정입니다. 이외에도 금감원은 장병들의 사기 진작을 위해 위문금을 전달하기로 하였습니다 (출처: 240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다.txt)."
76,비청산 장외파생거래 증거금 교환제도의 주요 목적은 무엇인가요?,거래당사자 간 증거금 교환을 통해 장외파생거래의 시스템 리스크를 체계적으로 관리하기 위함입니다​.,240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안).pdf,"비청산 장외파생거래 증거금 교환제도의 주요 목적은 장외파생거래에 따른 시스템 리스크를 체계적으로 관리하기 위함입니다. 이 제도는 중앙청산소에서 청산되지 않는 장외파생상품 거래에 대해 거래 당사자 간에 증거금을 사전에 교환하도록 하여, 거래 상대방의 미래 부도 위험을 관리하고 일일 익스포저를 관리하는 데 기여합니다. 이를 통해 금융시장의 안정성을 높이고, 시스템 리스크를 줄이는 것이 주요 목표입니다. (출처: 240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안).txt)"
77,교통사고처리지원금 특약의 보상 대상은 어떤 경우에 해당하나요?,교통사고로 피해자에게 형사합의금을 지급하여 발생한 경제적 손실을 보상합니다​.,240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련).pdf,"교통사고처리지원금 특약의 보상 대상은 다음과 같은 경우에 해당합니다:

1. 피해자를 사망하게 한 경우
2. 중대법규위반 교통사고로 피해자가 42일 이상 치료를 요한다는 진단을 받은 경우
   - 42일(6주)이상 70일(10주)미만 진단시: 1천만원
   - 70일(10주)이상 140일(20주)미만 진단시: 3천만원
   - 140일(20주)이상 진단시: 5천만원
3. 일반교통사고로 피해자에게 중상해를 입혀 형법 제258조 또는 제268조, 교통사고처리특례법 제3조에 따라 검찰에 의해 공소제기되거나 상해급수 1급, 2급 또는 3급에 해당하는 부상을 입힌 경우: 5천만원

이 특약은 피보험자가 피해자에게 지급한 형사합의금을 보상하며, 보상은 약관에 명시된 한도 내에서 실손으로 이루어집니다. (출처: 240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련).txt)"
