Unnamed: 0,question,answer,파일명,result,source,Contain,bert_f1,f1_score,cosine_similarity
35,공개매수 기간 중 투자자들이 주의해야 할 주요 사항은 무엇입니까?,"공개매수 기간 중에는 주가가 급격히 변동할 가능성이 있으며, 특히 경쟁 과열이나 근거 없는 풍문에 현혹되지 않도록 전자공시시스템(DART)을 통해 정확한 정보를 확인해야 합니다. 또한, 공개매수가 장외거래로 세금 등의 영향을 받을 수 있음을 고려해야 합니다.",241008 배포시 (보도자료) 공개매수 관련 소비자경보 발령(주의).pdf,"공개매수 기간 중 투자자들은 정확한 정보를 확인하고, 주가 하락 가능성, 매도 물량 제한, 응모 방법의 차이, 조건 변경 등을 주의해야 합니다.",240927 24년 상반기 중 증권회사 파생결합증권 발행 운용 현황,0,0.7590237259864807,0.18867924528301888,0.7139028
36,구글이 시행하는 금융서비스 인증 절차의 주요 내용은 무엇입니까?,"구글은 국내에서 금융상품 광고를 하려는 광고주에게 금융위원회 등록 여부를 확인하는 인증 절차(FSV)를 마련하였습니다. 인증받지 못한 광고주는 금융상품 광고를 게재할 수 없으며, 이는 2024년 11월 7일부터 시행됩니다​.",241008 (보도자료) 불법사금융 척결 실무TF 개최.pdf,"구글의 금융서비스 인증 절차는 광고주가 금융서비스 광고를 게재하기 전에 금융위원회에 등록된 정보와 일치하는지 확인하고, 비금융 광고주에 대해서는 광고의 타당성을 검증하는 과정을 포함합니다.",241008 (보도자료) 불법사금융 척결 실무TF 개최,1,0.7778889536857605,0.08888888888888889,0.74779713
37,"2024년 상반기 개인사업자대출119 프로그램으로 지원된 총액은 얼마이며, 주된 지원 유형은 무엇입니까?","2024년 상반기 개인사업자대출119 프로그램을 통해 1조 5,414억 원이 지원되었으며, 주요 지원 유형은 만기연장(1조 1,961억 원)과 이자감면(8,412억 원)입니다.",241007_조간 (보도자료) 24년 상반기 국내은행 개인사업자대출119 운영현황.pdf,"2024년 상반기 개인사업자대출119 프로그램으로 지원된 총액은 1조 5,414억원이며, 주된 지원 유형은 만기연장입니다.",241007_조간 (보도자료) 24년 상반기 국내은행 개인사업자대출119 운영현황,1,0.8794007897377014,0.41379310344827586,0.9536604
38,신용카드사의 부가서비스 제공 관행 개선에서 주요 개선 사항은 무엇입니까?,"결제 취소로 한도가 복원되는 경우 누락된 부가서비스를 자동 환급하도록 시스템과 약관을 개선하며, 무이자할부 및 결제취소분 실적 차감방식을 명확히 안내하도록 강화할 예정입니다.",241007_1630_(보도자료) 신용카드사의 부가서비스 제공 관행 등 개선.pdf,신용카드사의 부가서비스 제공 관행 개선의 주요 사항은 부가서비스 누락 방지를 위한 시스템 개선과 신용카드 이용조건에 대한 안내 보완입니다.,241007_1630_(보도자료) 신용카드사의 부가서비스 제공 관행 등 개선,1,0.7396794557571411,0.0,0.606115
39,"개인채무자보호법 시행의 주요 내용은 무엇이며, 시행 이후 정부의 계획은 무엇입니까?","개인채무자보호법은 연체이자 완화, 과도한 추심 제한, 채권 매각 규율 등을 포함하여 채무자의 경제적 재기를 지원합니다. 정부는 시행 후 점검반을 운영하여 사례를 신속히 대응하고, 금융회사와의 협력을 통해 법을 정착시킬 계획입니다.",241007 개인채무자보호법 시행 준비상황 및 향후 추진계획 점검회의 개최.pdf,"개인채무자보호법은 채무자가 금융회사에 직접 채무조정을 요청할 수 있도록 하고, 연체이자 부담을 줄이며, 과도한 채권추심을 제한하는 내용을 포함하고 있으며, 정부는 시행 후 3개월간 계도기간을 두고 점검반을 운영하여 법이 성공적으로 안착될 수 있도록 지원할 계획입니다.",241007 개인채무자보호법 시행 준비상황 및 향후 추진계획 점검회의 개최,1,0.8331118822097778,0.30000000000000004,0.88463914
40,금감원과 한국수자원공사가 체결한 감사업무 협약의 주요 목적은 무엇입니까?,"이 협약의 주요 목적은 감사 정보 및 기법 교류를 통해 감사 성과와 내부통제 체계 강화를 도모하고, 상호 발전을 촉진하는 것입니다.","241007 1100 (보도자료) 금감원, 한국수자원공사와 감사업무협약 체결.pdf","금감원과 한국수자원공사가 체결한 감사업무 협약의 주요 목적은 감사 전문성 향상, 내부통제 체계 강화 및 청렴도 제고를 통해 감사기구의 상호 발전을 도모하는 것입니다.","241007 1100 (보도자료) 금감원, 한국수자원공사와 감사업무협약 체결",1,0.8514911532402039,0.5365853658536586,0.7750498
41,"2024년 상반기 관계형금융 잔액은 얼마이며, 주요 대출 증가율은 어떻게 되었습니까?","2024년 상반기 관계형금융 잔액은 18.4조 원으로, 전년 말 대비 11.4% 증가하였습니다. 중소법인 대출은 8.6%, 개인사업자 대출은 17.2% 증가하였습니다​.",241004_조간_(보도자료) 24년 상반기 관계형금융 취급실적 및 우수은행 평가 결과.pdf,"2024년 상반기 관계형금융 잔액은 5.3조원 증가하였으며, 주요 대출 증가율은 주택담보대출이 5.4조원에서 5.6조원으로 축소되었다.",240812 (보도자료) 2024년 7월중 가계대출 동향(잠정),0,0.8168096542358398,0.26666666666666666,0.8694065
42,전북특별자치도와 금융감독원이 체결한 금융교육 활성화 협약의 주요 내용은 무엇입니까?,"협약의 주요 내용은 청소년 금융이해력 강화, 현직 교사 금융교육 확대, 청년 맞춤형 재무상담 프로그램 운영, 자립준비청년 대상 금융특강 제공 등이 포함되어 있습니다​.",241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F.pdf,"전북특별자치도와 금융감독원이 체결한 금융교육 활성화 협약의 주요 내용은 맞춤형 금융교육 프로그램을 통해 청소년, 청년, 취약계층의 금융역량을 강화하고, 현직 교사들의 금융교육 전문성을 제고하는 것이다.",241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F,1,0.7617523670196533,0.2790697674418604,0.89257824
43,전기자동차 배터리 교체 비용 전액 보상을 받으려면 어떤 약관에 가입해야 합니까?,"전기자동차 배터리 교체 비용 전액 보상을 받기 위해서는 ""전기자동차 배터리 교체비용 전액보상 특별약관""에 별도 가입해야 합니다. 일반 약관에서는 감가상각 금액이 공제됩니다​.",241002 주요 민원사례로 알아보는 소비자 유의사항_자동차보험 특별약관편_F.pdf,전기자동차 배터리 교체 비용 전액 보상을 받으려면 ｢전기자동차 배터리 교체 비용 전액보상 특별약관｣에 가입해야 합니다.,241002 주요 민원사례로 알아보는 소비자 유의사항_자동차보험 특별약관편_F,1,0.9177935719490051,0.5625000000000001,0.96554965
44,START 포털을 통해 인허가 사전협의를 신청한 경우 평균 면담 일정 소요 기간은 얼마나 됩니까?,START 포털을 통해 접수된 인허가 사전협의는 평균적으로 접수 후 약 26일 이내에 면담이 이루어집니다​.,241002 조간 (보도자료) 「START 포털」 운영.pdf,START 포털을 통해 인허가 사전협의를 신청한 경우 평균 면담 일정 소요 기간은 약 26일입니다.,241002 조간 (보도자료) 「START 포털」 운영,1,0.8263596892356873,0.35714285714285715,0.96177197
45,2024년 보험회사의 해약환급금 준비금 제도 개선의 주요 내용은 무엇입니까?,"자본건전성 조건을 충족하는 보험사에 대해 준비금 적립 비율을 기존 대비 80% 수준으로 조정하여 배당가능이익을 확대하며, 지급여력 비율 200% 이상인 보험사부터 우선 적용할 예정입니다.",241002 자본건전성이 충분한 보험회사의 배당가능이익이 종전(IFRS4) 수준으로 확대.pdf,2024년 보험회사의 해약환급금 준비금 제도 개선의 주요 내용은 자본건전성 조건을 충족하는 보험회사에 대해 해약환급금 준비금 적립비율을 조정하여 종전 회계기준(IFRS4)과 유사한 배당가능이익을 확보할 수 있도록 하는 것이다.,241002 자본건전성이 충분한 보험회사의 배당가능이익이 종전(IFRS4) 수준으로 확대,1,0.793839156627655,0.2978723404255319,0.703384
46,보험사의 내부통제 강화를 위해 추진된 주요 방안은 무엇입니까?,"상품위원회의 운영 강화, 계리법인 외부검증 절차 개선, 합리적 보장한도 심의 기준 마련 등이 포함됩니다. 이를 통해 보험상품 개발 및 판매의 모든 과정을 총괄하도록 합니다.",241002 보험산업의 건전경쟁을 확립하고 내부통제를 강화해 나가겠습니다.pdf,"보험사의 내부통제 강화를 위해 추진된 주요 방안은 금융사고 예방지침 마련, 보험사기 예방 내부통제 규율 명시화, 이상거래 상시감시 시스템 구축, 소비자 제출 서류의 위·변조 여부 검증절차 마련 등이다.",241002 보험산업의 건전경쟁을 확립하고 내부통제를 강화해 나가겠습니다,1,0.7472308874130249,0.04,0.70951706
47,보험 가입자가 통지의무를 이행하지 않을 경우 어떤 불이익이 있을 수 있습니까?,"통지의무를 이행하지 않으면 보험 계약이 해지되거나, 보험금이 삭감 지급 또는 부지급되는 불이익이 발생할 수 있습니다​.",240930[금융꿀팁] 보험 가입 후 알릴의무(통지의무) 관련 유익정보 및 유의사항 안내.pdf,보험 가입자가 통지의무를 이행하지 않을 경우 보험계약이 해지되거나 보험금이 삭감지급 또는 부지급되는 불이익이 있을 수 있습니다.,240930[금융꿀팁] 보험 가입 후 알릴의무(통지의무) 관련 유익정보 및 유의사항 안내,1,0.9300079345703125,0.5161290322580646,0.94994634
48,"여신거래 안심차단 서비스는 어떤 목적으로 제공되며, 주요 가입 연령대는 누구입니까?","여신거래 안심차단 서비스는 보이스피싱 등 피해를 예방하기 위해 제공되며, 주요 가입 연령대는 60대 이상으로 전체 가입자의 약 62%를 차지합니다.",240930 조간 (보도자료) 여신거래 안심차단 시행(8.23.) 이후.pdf,"여신거래 안심차단 서비스는 개인정보 탈취 및 명의도용에 따른 피해를 예방하기 위해 제공되며, 주요 가입 연령대는 60대 이상 고령층이 62%로 가장 높은 가입률을 보이고 있습니다.",240930 조간 (보도자료) 여신거래 안심차단 시행(8.23.) 이후,1,0.8946482539176941,0.5116279069767442,0.8733804
49,마이데이터 2.0에서 청소년의 이용 편의성을 개선하기 위해 어떤 변경이 이루어졌습니까?,"청소년의 마이데이터 이용 연령이 기존 19세 이상에서 14세 이상으로 변경되었습니다. 다만, 정보 활용 제한 규정은 유지됩니다.",240930 조간 (보도자료) 「마이데이터 2.0」 시행을 위한 제도적 기반을 마련하겠습니다.pdf,마이데이터 2.0에서는 청소년이 법정대리인의 동의 없이 스스로 마이데이터를 이용할 수 있는 연령을 19세에서 14세 이상으로 변경하여 이용 편의성을 개선하였다.,240930 조간 (보도자료) 「마이데이터 2.0」 시행을 위한 제도적 기반을 마련하겠습니다,1,0.7867196202278137,0.22857142857142856,0.9016714
50,수능 이후 고3 학생들을 위한 금융교육의 주요 내용은 무엇입니까?,"주요 내용으로는 신용관리, 금융사기 예방, 재무관리 방법, 금융꿀팁 등이 포함되며, 가상자산 투자사기 및 청소년 불법도박 예방 등도 다룹니다.",240930 고3 학생들에게 꼭 필요한 금융사기 예방법 및 금융꿀팁.pdf,"수능 이후 고3 학생들을 위한 금융교육의 주요 내용은 신용관리, 금융사기 예방, 재무관리 방법, 금융꿀팁 등으로 구성되어 있습니다.",240930 고3 학생들에게 꼭 필요한 금융사기 예방법 및 금융꿀팁,1,0.8193272352218628,0.39999999999999997,0.6410307
51,이 문서에서 '온라인 대출 갈아타기 서비스'가 새롭게 추가된 대상은 무엇인가요?,이 문서에서는 2024년 9월 30일부터 실시간 시세 조회가 가능한 주거용 오피스텔과 빌라(연립·다세대)가 '온라인 대출 갈아타기 서비스'의 새로운 대상에 포함되었다고 설명하고 있습니다.,240927 실시간 시세 조회가 가능한 주거용 오피스텔 및 빌라 담보대출도 갈아타기.pdf,'온라인 대출 갈아타기 서비스'에 새롭게 추가된 대상은 주거용 오피스텔 및 빌라(연립·다세대) 담보대출입니다.,240927 실시간 시세 조회가 가능한 주거용 오피스텔 및 빌라 담보대출도 갈아타기,1,0.8452761769294739,0.24242424242424246,0.76616424
52,문서에서 '공매도 통합 가이드라인'의 주요 목적은 무엇인가요?,이 문서에서는 '공매도 통합 가이드라인'의 주요 목적이 투자자가 공매도 불법 여부를 스스로 검증하고 예방·통제할 수 있도록 하기 위한 것이라고 명시하고 있습니다.,240926 투자자에게 공매도 통합가이드라인을 제시.pdf,'공매도 통합 가이드라인'의 주요 목적은 투자자들이 공매도의 불법 여부를 스스로 검증하고 무차입공매도를 예방·통제할 수 있도록 명확한 기준과 사례 중심의 지침을 제공하는 것입니다.,240926 투자자에게 공매도 통합가이드라인을 제시,1,0.875400722026825,0.5116279069767442,0.96017814
53,문서에서 채권자 변동정보 조회 시스템의 주요 개선 사항은 무엇인가요?,"문서에 따르면 주요 개선 사항은 (1) 조회 가능한 정보의 범위를 확대하여 신용카드 거래대금, 현금서비스, 개인사업자 대출 등도 포함하고, (2) 채권 변동 정보를 5영업일 이내에 업데이트하도록 변경한 것입니다​.","240926 채권자 변동내역, 소멸시효 완성 여부 등을 확인하고 불법 채권추심에 대응.pdf","채권자 변동정보 조회 시스템의 주요 개선 사항은 소비자가 금융채무와 통신채무를 한 번에 조회할 수 있게 되었고, 채권자 변동 정보를 5영업일 이내에 확인할 수 있도록 업데이트된 점입니다.","240926 채권자 변동내역, 소멸시효 완성 여부 등을 확인하고 불법 채권추심에 대응",1,0.7912886142730713,0.3137254901960785,0.7838286
54,이 문서에서 온라인 대부중개사이트 점검의 주요 내용은 무엇인가요?,"주요 점검 내용은 개인정보 유출, 불법사금융업체 광고 대행, 허위·과장광고 등의 위법 행위 여부를 확인하는 것입니다​.","240926 경기도, 경기남부 북부경찰청과 온라인 대부중개플랫폼 합동점검 실시.pdf","온라인 대부중개사이트 점검의 주요 내용은 개인정보 유출, 불법사금융업체 광고 대행, 허위·과장광고 등을 집중 단속하고, 적발된 위법행위에 대해 영업정지 및 수사의뢰 등의 엄중 조치를 취하는 것입니다.","240926 경기도, 경기남부 북부경찰청과 온라인 대부중개플랫폼 합동점검 실시",1,0.8906563520431519,0.45,0.7660788
55,문서에서 설립된 디지털자산보호재단의 주요 역할은 무엇인가요?,디지털자산보호재단의 주요 역할은 영업을 종료한 가상자산거래소로부터 이용자의 자산을 이전받아 안전하게 보관하고 이를 이용자에게 반환하는 것입니다​.,240925영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환.pdf,디지털자산보호재단의 주요 역할은 영업을 종료한 가상자산거래소로부터 이용자 자산을 이전받아 안전하게 보관・관리하고 이를 이용자에게 반환하는 업무를 수행하는 것입니다.,240925영업을 종료한 가상자산거래소의 이용자 자산을 차질없이 반환,1,0.9670525789260864,0.7500000000000001,0.9890102
56,문서에서 GA업계의 정착지원금 관련 내부통제 부족 사례는 무엇인가요?,"문서에서는 정착지원금 지급 대상 선정 기준이 없거나, 본사 차원의 통제 없이 지점별로 운영된 사례가 내부통제 부족의 주요 사례로 제시되었습니다.",240924 GA업계의 건전한 설계사 스카우트 문화 정착을 지속 유도하겠습니다.pdf,"GA업계의 정착지원금 관련 내부통제 부족 사례로는 지역본부장이 회사 내규를 초과하여 정착지원금을 지급했음에도 GA가 조치를 취하지 않은 경우, 지급 및 환수 관련 세부 기준이 마련되지 않은 경우, 본부와 지점별로 상이하게 운영되고 본사가 관리하지 않는 경우, 부당 승환계약에 대한 자체점검 활동이 미흡한 경우 등이 있습니다.",240924 GA업계의 건전한 설계사 스카우트 문화 정착을 지속 유도하겠습니다,1,0.7682147026062012,0.17241379310344826,0.8136236
57,문서에서 디지털 감사기술 도입의 주요 추진 과제는 무엇인가요?,"주요 추진 과제는 디지털 감사기술 활용 근거 및 품질관리 절차 명확화, 표준감사시간 반영 검토, 회계법인 간 격차 완화 및 전문인력 양성, 감사 데이터 표준화 등이 포함됩니다.",240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획.pdf,"디지털 감사기술 도입의 주요 추진 과제는 디지털 감사 활용 근거 및 품질관리 절차 명확화, 표준감사시간 반영 검토, 회계법인간 격차 완화 및 전문인력 양성이다.",240924 (보도자료) 조간_디지털 감사기술 도입 지원 TF 운영결과 및 향후 계획,1,0.9268164038658142,0.782608695652174,0.9647528
58,문서에서 5대 금융지주와 삼성전자가 중소기업을 위해 제공하는 지원 규모는 얼마인가요?,5대 금융지주와 삼성전자는 중소기업의 저탄소 전환 투자 등을 위해 총 2조 원 규모의 대출을 저금리로 제공하기로 하였습니다​.,240923 5대 금융지주 삼성전자 공동 중소기업 지원 위한 업무협약 체결.pdf,"5대 금융지주는 중소기업을 위해 총 2조원 규모의 저금리 대출을 제공하며, 삼성전자는 1조원을 예치하여 이자 지원을 합니다.",240923 5대 금융지주 삼성전자 공동 중소기업 지원 위한 업무협약 체결,1,0.8516942262649536,0.3636363636363636,0.9201562
59,이 문서에서 한국 정부가 미국의 금리 인하에 대응하기 위해 실시한 주요 조치는 무엇인가요?,"주요 조치는 관계기관 합동 24시간 모니터링 체계를 지속 운영하고, 가계부채·부동산 시장·PF 등의 리스크 관리를 강화하며, 상황별 대응 계획을 마련하는 것입니다.",240919 美 통화정책 전환에 대응해 긴밀한 관계기관 공조 하에 리스크 관리 철저.pdf,"한국 정부는 미국의 금리 인하에 대응하기 위해 관계기관과의 긴밀한 공조 하에 리스크 관리와 시장 안정 조치를 강화하고, 24시간 모니터링 체계를 유지하며 필요시 상황별 대응계획을 시행하기로 하였다.",240919 美 통화정책 전환에 대응해 긴밀한 관계기관 공조 하에 리스크 관리 철저,1,0.8172240853309631,0.2173913043478261,0.6256624
60,은행권 스트레스완충자본 제도의 주요 도입 배경은 무엇인가요?,위기 상황 분석 결과를 바탕으로 은행의 추가 자본 적립 의무를 부과하여 예상치 못한 위기에도 은행의 안정성을 강화하기 위해 도입되었습니다.,240911(보도참고) 은행권 스트레스완충자본 도입 추진.pdf,"은행권 스트레스완충자본 제도의 주요 도입 배경은 금융당국이 은행권의 손실흡수능력을 제고하고, 위기상황분석에 따른 자본 규제 비율을 상향 조정하기 위해 추진한 후속조치의 일환입니다.",240911(보도참고) 은행권 스트레스완충자본 도입 추진,1,0.7630904316902161,0.10256410256410256,0.8451754
61,불법사금융 척결 방안에서 미등록 대부업자의 명칭은 무엇으로 변경되었나요?,"미등록 대부업자의 명칭은 ""불법사금융업자""로 변경되었습니다.","240911(보도자료) 정부, 불법사금융 척결을 위해 대부업 제도 대대적 개편 추진.pdf",미등록 대부업자의 명칭은 '불법사금융업자'로 변경되었습니다.,240911[별첨] 불법사금융 근절과 대부업 신뢰제고를 위한 제도개선 방안,0,0.9950518012046814,0.8000000000000002,0.9982866
62,보험료 미납으로 계약이 해지된 후 부활 신청 시 계약자가 준수해야 할 의무는 무엇인가요?,계약자는 부활청약 시 계약 전 알릴 의무를 다시 이행해야 합니다.,240911 (보도자료) 조간_주요 민원사례로 알아보는 소비자 유의사항.pdf,보험료 미납으로 계약이 해지된 후 부활 신청 시 계약자는 계약전 알릴의무를 다시 이행해야 합니다.,240911 (보도자료) 조간_주요 민원사례로 알아보는 소비자 유의사항,1,0.8789551258087158,0.41666666666666663,0.8669219
63,금융감독원이 추석 명절을 전후하여 민생침해 금융범죄 예방을 위해 협력한 주요 기관은 어디인가요?,고용노동부와 소상공인시장진흥공단과 협력하여 맞춤형 교육과 홍보를 실시했습니다​.,240910 (보도자료) 조간_추석 명절 전후 민생침해 금융범죄 피해예방을 집중 홍보.pdf,금융감독원은 추석 명절을 전후하여 고용노동부 및 소상공인시장진흥공단과 협력하여 민생침해 금융범죄 피해 예방 홍보활동을 추진합니다.,240910 (보도자료) 조간_추석 명절 전후 민생침해 금융범죄 피해예방을 집중 홍보,1,0.8323162198066711,0.19047619047619047,0.4470979
64,금융회사 인도 진출설명회는 어떤 주요 내용을 다루었나요?,"인도의 금융시장 현황, 인허가 절차, 투자환경 전망 등을 다루었습니다.","240909 주한 인도대사관, 금융협회와 금융회사 인도 진출설명회 개최.pdf","금융회사 인도 진출설명회는 인도의 금융시장 및 감독제도에 대한 이해를 높이고, 인도 진출을 위한 구체적인 청사진을 마련하기 위해 인도 금융당국을 초청하여 진행되었습니다.",240909 (붙임) 이복현 금융감독원장 개회사,0,0.7372340559959412,0.14285714285714285,0.8187391
65,티메프 사태 재발 방지를 위해 PG사에 부과된 주요 의무는 무엇인가요?,PG사의 미정산자금 전액에 대해 별도관리 의무가 부과되었습니다.,240909 (보도자료) 티메프 사태 재발 방지를 위한 전자지급결제대행(PG)업 제도개선안 발표.pdf,티메프 사태 재발 방지를 위해 PG사에 부과된 주요 의무는 미정산자금 전액에 대한 별도관리 의무와 경영지도기준 준수 의무입니다.,240909 (보도자료) 티메프 사태 재발 방지를 위한 전자지급결제대행(PG)업 제도개선안 발표,1,0.825179934501648,0.25,0.7709888
