Unnamed: 0,question,answer,파일명,result,source
75,금감원과 수도방위사령부 간 업무협약의 주요 내용은 무엇인가요?,"장병과 군인가족 대상 맞춤형 금융교육을 제공하고, 인사·재정병과 간부의 금융교육 강사 연수를 확대합니다​.",240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다.pdf,금감원과 수도방위사령부 간 업무협약의 주요 내용은 군장병 및 군인가족의 금융이해력을 제고하고 건전한 금융습관 형성을 지원하기 위한 금융교육 활성화와 맞춤형 교육 강화이다.,"240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다, 240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다, 240830 (보도자료) 1500_수도방위사령부 장병들에 대한 금융교육을 적극 지원하겠습니다, 241007 1100 (보도자료) 금감원, 한국수자원공사와 감사업무협약 체결, 241002_1100 (보도자료) 전북도 도민 금융교육을 적극 지원하겠습니다_F"
76,비청산 장외파생거래 증거금 교환제도의 주요 목적은 무엇인가요?,거래당사자 간 증거금 교환을 통해 장외파생거래의 시스템 리스크를 체계적으로 관리하기 위함입니다​.,240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안).pdf,비청산 장외파생거래 증거금 교환제도의 주요 목적은 거래상대방의 미래 부도 위험을 관리하고 장외파생거래에 따른 시스템 리스크를 체계적으로 관리하기 위함입니다.,"240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안), 240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안), 240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안), 240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안), 240829 비청산 장외파생거래 증거금 교환제도에 대한 가이드라인 연장(안)"
77,교통사고처리지원금 특약의 보상 대상은 어떤 경우에 해당하나요?,교통사고로 피해자에게 형사합의금을 지급하여 발생한 경제적 손실을 보상합니다​.,240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련).pdf,교통사고처리지원금 특약의 보상 대상은 일반교통사고로 피해자에게 중상해(1~3급 부상) 또는 사망을 입힌 경우에 해당합니다.,"240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련), 240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련), 240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련), 240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련), 240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련)"
78,감사인 지정제도 설명회의 주요 내용은 무엇인가요?,"주기적 지정제도의 요건, 자료 제출 방법, 지정기초자료 작성 요령을 안내하였습니다.",240828 (보도자료) 석간_감사인 지정제도 온라인 설명회 실시.pdf,"감사인 지정제도 설명회의 주요 내용은 감사인 지정 사유, 지정 기간, 지정 방법, 재지정 신청, 산업 전문성 제도 등을 포함하여, 특히 11개 업종 회사가 전문성을 갖춘 감사 인력을 지정받을 수 있는 내용이 상세히 설명됩니다.","240828 (보도자료) 석간_감사인 지정제도 온라인 설명회 실시, 240828 (보도자료) 석간_감사인 지정제도 온라인 설명회 실시, 241018 (보도자료) 조간_2025 사업연도 주기적 지정 등 감사인 지정결과 사전통지, 241018 (보도자료) 조간_2025 사업연도 주기적 지정 등 감사인 지정결과 사전통지, 241018 (보도자료) 조간_2025 사업연도 주기적 지정 등 감사인 지정결과 사전통지"
79,자동차 보험사기 피해자 구제 강화의 주요 내용은 무엇인가요?,"고지기한 단축, 고지 방법 표준화, 부당 할증보험료 환급 절차 표준화를 시행하였습니다​.",240827 자동차 보험사기로 인한 부당 할증보험료 환급제도 법정화.pdf,"자동차 보험사기 피해자 구제 강화의 주요 내용은 피해사실 고지의무 법정화, 고지기한 단축, 환급절차 표준화 및 신속한 피해구제를 위한 세부절차 마련이다.","240827 자동차 보험사기로 인한 부당 할증보험료 환급제도 법정화, 240827 자동차 보험사기로 인한 부당 할증보험료 환급제도 법정화, 240827 자동차 보험사기로 인한 부당 할증보험료 환급제도 법정화, 241002 [별첨2] 보험사 내부통제 강화방안, 240828 주요 분쟁사례로 알아보는 소비자 유의사항(교통사고처리지원금 특약 관련)"
80,보험사기 방지를 위해 개정된 특별법의 주요 이행 방안은 무엇인가요?,보험사기 알선·광고 행위에 대해 경찰과 협력해 적극 수사 의뢰 및 광고 심의를 요청합니다​.,240827 (보도자료) 1500_보험사기 대응 강화를 위한 보험업계 임원 간담회 개최.pdf,"보험사기 방지를 위해 개정된 특별법의 주요 이행 방안은 보험사기 알선 및 광고 행위에 대한 처벌 강화, 금융당국의 조사 권한 확대, 피해자 구제를 위한 시스템 정비, 그리고 관련 기관과의 협력 체계 구축입니다.","240827 (보도자료) 1500_보험사기 대응 강화를 위한 보험업계 임원 간담회 개최, 241002 [별첨2] 보험사 내부통제 강화방안, 240813 「보험사기방지 특별법」 주요내용 집중 홍보기간 운영, 240827 (보도자료) 1500_보험사기 대응 강화를 위한 보험업계 임원 간담회 개최, 240813 「보험사기방지 특별법」 주요내용 집중 홍보기간 운영"
81,금융감독원이 이화여자대학교와 공동으로 개최한 국제 컨퍼런스의 주제는 무엇인가요?,"""Toward the era of Green Transition""입니다.","240827 (보도자료) 0900_금융감독원, 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 개최.pdf","금융감독원과 이화여자대학교가 공동으로 개최한 국제 컨퍼런스의 주제는 ""저탄소 전환을 위한 금융의 역할""입니다.","240812 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 청년 채용설명회 개최 예정, 240827 (보도자료) 0900_금융감독원, 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 개최, 240827 (보도자료) 0900_금융감독원, 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 개최, 240812 이화여대와 공동으로 「Toward the era of Green Transition」 국제 컨퍼런스 청년 채용설명회 개최 예정, 240827 (별첨1) 이복현 금융감독원장 개회사"
82,금융감독원이 두산로보틱스 증권신고서 정정을 요구한 주요 이유는 무엇인가요?,의사결정 과정 및 분할 신설부문의 수익가치 산정 근거의 보완이 미흡했기 때문입니다​.,240826_(보도참고) 두산로보틱스 증권신고서에 대한 정정요구 관련 설명.pdf,금융감독원이 두산로보틱스 증권신고서 정정을 요구한 주요 이유는 중요사항의 기재가 불분명하여 투자자의 합리적인 투자 판단을 저해하거나 중대한 오해를 일으킬 수 있기 때문입니다.,"241101(보도참고) 금융당국, 가상자산 불공정거래 척결에 나서겠습니다., 240826_(보도참고) 두산로보틱스 증권신고서에 대한 정정요구 관련 설명, 240923 24년 제2차 「불공정거래 조사심리기관 협의회」 개최, 241106 대부업계 「개인채무자보호법」 준비실태 사전 현장점검 결과, 240826_(보도참고) 두산로보틱스 증권신고서에 대한 정정요구 관련 설명"
83,금융감독원이 금융소비자를 위해 개편한 홈페이지의 주요 개선점 중 하나는 무엇인가요?,오픈 API 서비스 통합과 유형별 분류를 통해 금융정보 접근성을 개선한 점입니다​.,"240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥.pdf",금융감독원이 개편한 홈페이지의 주요 개선점 중 하나는 금융소비자가 필요한 정보를 쉽고 빠르게 찾을 수 있도록 접근성과 편리성을 대폭 개선한 것입니다.,"240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥, 240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥, 240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥, 240719 (보도자료) 조간_금융소비자의 상속 금융재산 인출이 편리해집니다., 240826 (보도자료)_석간_금융소비자도 금융업계 종사자도, 한눈에 쏘옥"
84,비대면 환전 서비스 이용 시 주의해야 할 점은 무엇인가요?,외화를 수령하려면 신청인 본인이 지정된 환전소에서 본인의 신분증을 지참해야 합니다​.,240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항.pdf,"비대면 환전 서비스를 이용할 때는 신청인 본인이 외화 수령을 위해 신분증을 지참하고 출국장 환전소를 방문해야 하며, 미성년자의 경우 추가 서류가 필요하다는 점에 유의해야 합니다.","240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항, 240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항, 240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항, 241106 (보도참고) 배포시_금융감독원은 제7기 옴부즈만을 신규로 위촉하였습니다, 240927 실시간 시세 조회가 가능한 주거용 오피스텔 및 빌라 담보대출도 갈아타기"
85,2024년 6월 말 기준 보험회사의 대출채권 연체율은 얼마였나요?,0.55%입니다.,240826 (보도자료) 24.6월말 보험회사 대출채권 현황.pdf,2024년 6월 말 기준 보험회사의 대출채권 연체율은 0.55%입니다.,"240826 (보도자료) 24.6월말 보험회사 대출채권 현황, 240826 (보도자료) 24.6월말 보험회사 대출채권 현황, 240826 (보도자료) 24.6월말 보험회사 대출채권 현황, 241017 (보도자료) 석간_24.6월말 기준 보험회사 지급여력비율 현황, 241017 (보도자료) 석간_24.6월말 기준 보험회사 지급여력비율 현황"
86,특별이익 제공 금지와 관련된 법적 처벌은 무엇인가요?,3년 이하의 징역 또는 3천만 원 이하의 벌금입니다.,240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례.pdf,"특별이익 제공 금지 위반에 대해서는 등록취소 및 6개월 이내 업무정지 등의 제재가 부과되며, 금품 제공을 요구하거나 수수한 계약자 및 피보험자는 3년 이하의 징역 또는 3천만원 이하의 벌금에 처해질 수 있습니다.","240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례, 240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례, 240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례, 240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례, 240823 GA 영업질서 확립 - ④ 특별이익 제공 금지 위반사례"
87,리테일풀 수수료 체계 개편의 주요 목적은 무엇인가요?,리테일풀에 대한 명확한 수수료 배분 기준 마련과 수수료 지급 기준의 충실한 안내입니다​.,240823 (보도자료) 조간_리테일풀 수수료 체계 개편.pdf,"리테일풀 수수료 체계 개편의 주요 목적은 리테일풀에 대한 명확한 수수료 배분 기준을 마련하고, 투자자에게 수수료 지급기준을 충실히 안내하며, 증권사별 수수료율 비교공시를 도입하여 투자자 편의를 제고하는 것입니다.","240823 (보도자료) 조간_리테일풀 수수료 체계 개편, 240823 (보도자료) 조간_리테일풀 수수료 체계 개편, 240823 (보도자료) 조간_리테일풀 수수료 체계 개편, 240823 (보도자료) 조간_리테일풀 수수료 체계 개편, 240823 (보도자료) 조간_리테일풀 수수료 체계 개편"
88,제12기 FSS 대학생 금융교육 봉사단의 주요 활동 대상은 누구인가요?,"초·중·고등학교 및 청소년, 어르신 등 다양한 계층입니다.",240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범.pdf,"제12기 FSS 대학생 금융교육 봉사단의 주요 활동 대상은 초‧중‧고등학교 학생들과 청소년 수련시설, 그리고 어르신들입니다.","240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범, 240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범, 240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범, 240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범, 240823 (보도자료) 석간_금융감독원 제12기 FSS 대학생 금융교육 봉사단 출범"
89,가상자산 이상거래 상시감시 업무의 주요 내용은 무엇인가요?,"이상거래를 감지, 적출하여 심리 및 적절한 조치를 집행하는 것입니다​.",240822 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시.pdf,"가상자산 이상거래 상시감시는 가격이나 거래량의 비정상적 변동을 감시하고, 불공정 거래 의심 시 금융당국에 통보하는 업무를 포함합니다.","241002 [별첨2] 보험사 내부통제 강화방안, 240717(보도자료) 내일(7.19일)부터 가상자산이용자보호법이 시행됩니다., 240717(보도자료) 내일(7.19일)부터 가상자산이용자보호법이 시행됩니다., 240822 가상자산사업자의 이상거래 상시감시업무에 대한 현장점검 실시, 241101(보도참고) 금융당국, 가상자산 불공정거래 척결에 나서겠습니다."
90,가상자산사업자 사칭 사기에서 피해를 예방하려면 어떻게 해야 하나요?,"가상자산사업자의 공식 홈페이지에서 출금 절차를 확인하고, 검증되지 않은 사이트는 이용하지 말아야 합니다.",240822 (영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!.pdf,"가상자산사업자 사칭 사기를 예방하려면, 공식 홈페이지를 확인하고, 의심스러운 링크는 클릭하지 않으며, 사칭 사이트를 발견할 경우 한국인터넷진흥원에 신고해야 합니다.","240717(보도자료) 내일(7.19일)부터 가상자산이용자보호법이 시행됩니다., 240822 (영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!, 240717(보도자료) 내일(7.19일)부터 가상자산이용자보호법이 시행됩니다., 240822 (영업종료로 인한 가상자산소각 가상자산사업자 사칭 사기를 의심하세요!, 240904 (보도자료) 조간_2024년 하반기 가상자산사업자 검사업무 운영계획"
91,보이스피싱 피해를 방지하기 위해 금융당국이 강조한 핵심 행동 수칙은 무엇인가요?,"출처가 불분명한 메시지나 전화에 응답하지 말고, 금융거래 정보는 절대 타인과 공유하지 말아야 합니다​.",240822 (보도자료) 배포시_보이스피싱 피해예방을 위해 꼭 알아두세요!!!.pdf,"금융당국이 강조한 보이스피싱 피해를 방지하기 위한 핵심 행동 수칙은 수상한 문자메시지를 삭제하고 전화를 바로 끊는 것, 알 수 없는 출처의 앱 설치를 차단하는 것, 대부광고에 개인 연락처를 함부로 남기지 않는 것, 그리고 금융회사가 대환대출 시 기존 대출을 먼저 상환하라고 요구하지 않는다는 점입니다.","240822 (보도자료) 배포시_보이스피싱 피해예방을 위해 꼭 알아두세요!!!, 240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다, 240822 (보도자료) 배포시_보이스피싱 피해예방을 위해 꼭 알아두세요!!!, 240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다, 240813 금융분야 망분리 규제 개선 로드맵 보도자료"
92,금융당국이 '찾아가는 금융규제 샌드박스' 간담회에서 강조한 주요 내용은 무엇인가요?,금융당국은 핀테크 기업의 애로사항 청취와 규제특례를 통해 혁신금융서비스의 지원을 강화하는 내용을 강조했습니다.,"240821 올해 여덟 번째 핀테크 육성공간 방문, 핀테크 기업들과 직접 소통.pdf",금융당국은 '찾아가는 금융규제 샌드박스' 간담회에서 중소 핀테크 기업들의 규제 관련 애로사항을 청취하고 답변을 제공하는 소통의 중요성을 강조했습니다.,"241028 (보도자료) 금융당국이 올해 열 번째로 중소 핀테크 기업들과 소통했습니다, 240924 아홉 번째로 핀테크 육성공간에서 중소 핀테크 기업들과 소통, [별첨] 금융분야 망분리 규제 개선 로드맵, 240724 24년 제7회 「찾아가는 금융규제 샌드박스」 간담회 개최, 240924 아홉 번째로 핀테크 육성공간에서 중소 핀테크 기업들과 소통"
93,간편송금을 악용한 보이스피싱 피해를 방지하기 위해 개정된 법의 주요 내용은 무엇인가요?,금융회사와 선불업자 간 정보 공유를 통해 신속한 지급정지와 보이스피싱 탐지 기능을 강화하는 내용을 포함합니다.,240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다.pdf,간편송금을 악용한 보이스피싱 피해를 방지하기 위해 개정된 법의 주요 내용은 금융회사와 선불업자 간의 정보공유를 의무화하여 피해금의 흐름을 신속하게 파악하고 지급정지 절차를 진행할 수 있도록 한 것이다.,"240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다, 240822 (보도자료) 배포시_보이스피싱 피해예방을 위해 꼭 알아두세요!!!, 240807 (보도자료) 석간_주요 분쟁사례로 알아보는 소비자유의사항 - 누수 사고 보상 관련 -, 240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다, 240820 간편송금을 활용한 보이스피싱 피해를 신속히 차단할 수 있게 되었습니다"
94,개인 채권 투자 시 유의해야 할 점은 무엇인가요?,채권의 만기와 시장금리 변동에 따라 원금 손실이 발생할 수 있음을 유의해야 합니다​.,240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내.pdf,"개인 채권 투자 시 유의해야 할 점은 원금 손실 가능성, 시장금리에 따른 채권가격 변동, 장기채 투자 시 가격 변동 위험 확대, 해외채권의 환율 변동 위험, 그리고 장외채권의 중도 매도 어려움 등이 있습니다.","240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내, 240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내, 240826 (보도자료) 조간_주요 민원사례로 보는 소비자 유의사항, 240819 (보도자료) 조간_금리 변동기 채권 투자 관련 유의사항 안내, 240807_(보도자료) 이복현 금융감독원장-자산운용사 CEO간담회 개최_CI"
95,자본시장법 시행으로 유사투자자문업자에게 적용되는 주요 규제는 무엇인가요?,"유사투자자문업자는 단방향 채널을 통한 조언만 허용되고, 개별 상담은 금지됩니다​.",240814(보도자료) 오늘(8.14일)부터 자본시장법이 시행됩니다.pdf,"자본시장법 시행으로 유사투자자문업자에게 적용되는 주요 규제는 유료 영업을 등록된 투자자문업자에게만 허용하고, 불건전 영업행위를 금지하며, 광고에서 사실과 다른 수익률 제시를 금지하는 것입니다.","240723 (보도자료) 조간_유사투자자문업 법률 개정 관련 유의사항 안내, 240723 (보도자료) 조간_유사투자자문업 법률 개정 관련 유의사항 안내, 240723 (보도자료) 조간_유사투자자문업 법률 개정 관련 유의사항 안내, 240723 (보도자료) 조간_유사투자자문업 법률 개정 관련 유의사항 안내, 240814(보도자료) 오늘(8.14일)부터 자본시장법이 시행됩니다"
96,합동세미나의 주요 논의 내용은 무엇인가요?,의료분야 보험사기 대응 강화와 관련 법 개정 방향 등이 논의되었습니다.,240813_(보도자료)_금감원-경찰청-국민건강보험공단 합동세미나 개최.pdf,"합동세미나의 주요 논의 내용은 기업지배구조 개선, 이사의 충실의무 확대, 자산운용사의 역할 강화, 그리고 밸류업 프로그램을 통한 기업 가치 제고와 관련된 정책 제언 및 실행 방안에 대한 논의이다.","240807_(보도자료) 이복현 금융감독원장-자산운용사 CEO간담회 개최_CI, 240731 주요 대출비교플랫폼이 대환대출 상품 중개수수료율을 투명하게 공시합니다, 240807_(보도자료) 이복현 금융감독원장-자산운용사 CEO간담회 개최_CI, 240807_(보도자료) 이복현 금융감독원장-자산운용사 CEO간담회 개최_CI, 240821 이복현 금융감독원장, 「기업지배구조 개선 관련 학계 간담회」 개최"
97,금융분야 망분리 개선 로드맵에서 제시된 주요 방향은 무엇인가요?,클라우드 서비스(SaaS) 이용 확대와 생성형 AI 활용 허용 등을 통해 보안 규제를 개선하고 혁신을 지원합니다.,240813 금융분야 망분리 규제 개선 로드맵 보도자료.pdf,금융분야 망분리 개선 로드맵의 주요 방향은 클라우드와 생성형 AI 등 급변하는 IT 환경에 대응하기 위한 효과적인 망분리 개선 방안 마련과 글로벌 스탠다드에 맞춘 규제 개선이다.,"[별첨] 금융분야 망분리 규제 개선 로드맵, 240813 금융분야 망분리 규제 개선 로드맵 보도자료, (보도참고) 전 금융업권 대상 금융분야 망분리 개선 로드맵 설명회 개최_F, 240813 금융분야 망분리 규제 개선 로드맵 보도자료, 240813 금융분야 망분리 규제 개선 로드맵 보도자료"
98,대리운전자보험 개선의 주요 내용은 무엇인가요?,사고건수별 할인·할증제를 도입하여 다사고 운전자도 합리적으로 보험에 가입할 수 있게 했습니다​.,240812 대리운전자보험의 보험료 부과체계를 합리적으로 개선합니다.pdf,"대리운전자보험 개선의 주요 내용은 할인·할증제도 도입과 무사고 보험료 환급 등 소비자 혜택 강화를 포함하며, 관련 법령 개정도 예정되어 있습니다.","240925(보도자료) 「신뢰회복」과 「혁신」을 위한 3차 「보험개혁회의」 개최, 240808 (보도자료) 1500_보험산업이 신뢰받는 국민동반산업으로 변모해 나갑니다, (별첨5)부위원장 모두말씀, (별첨3)국민체감형 상품 개선방안, 240813_(보도자료)_금감원-경찰청-국민건강보험공단 합동세미나 개최"
99,정산지연 피해를 입은 기업에 대한 지원 내용은 무엇인가요?,"만기연장, 상환유예, 긴급경영안정자금 지원 등 유동성 공급 방안이 포함됩니다​.",240806 (보도자료) 조간_위메프-티몬 정산지연 피해판매자 지원방안 시행.pdf,"정산지연 피해를 입은 기업에 대한 지원 내용은 기존 대출·보증에 대해 최대 1년 만기연장을 지원하며, 금융권의 모든 대출과 정책금융기관의 대출이 포함됩니다.","240801 (붙임1) 티메프 피해기업 지원방안, 240807 (경장) 위메프 티몬 사태 추가 대응방안 및 제도개선방향, 240807 (경장) 위메프 티몬 사태 추가 대응방안 및 제도개선방향, (금감원) 240729 티몬 위메프 판매대금 정산지연 피해업체 등에 대한 금융지원 방안, 위메프 티몬 사태 미정산 피해 현황점검, e커머스 제도개선 방안 조만간 마련"
100,부동산PF 연착륙 대책의 주요 목표는 무엇인가요?,부동산PF 사업장의 재구조화 및 신디케이트론을 통한 자금 지원으로 연착륙을 유도하는 것입니다​.,240731(보도참고) 제3차 부동산PF 연착륙 대책 점검회의 개최.pdf,"부동산PF 연착륙 대책의 주요 목표는 정상 사업장에 신규 자금을 원활히 공급하고, 사업성이 부족한 사업장은 신속한 재구조화를 유도하는 것입니다.","240731(보도참고) 제3차 부동산PF 연착륙 대책 점검회의 개최, [보도자료] 제4차 연착륙 방안 점검회의 개최, [보도자료] 제4차 연착륙 방안 점검회의 개최, [보도자료] 제4차 연착륙 방안 점검회의 개최, 240801(보도자료) 금융시장 안정을 위해 관계기관 공조 강화"
